id,t1_lineup,t2_lineup,t1_score,t2_score,date,map,tourney
97819,11140-11162-11485-9102-9115,14331-14332-15545-17390-18024,16,0,2020-01-15 11:00,Overpass,5152
92440,18053-3741-8183-885-9216,10671-11219-8507-8523-9136,6,16,2019-09-26 18:50,Vertigo,4597
94677,4954-7398-7412-7592-9032,19645-8600-8601-8604-8950,16,4,2019-11-07 04:25,Nuke,4837
98276,12126-14614-15165-7805-9078,10762-11217-13466-16412-17145,16,12,2020-02-01 19:10,Dust2,5131
92433,4954-7398-7412-7592-9032,10264-12018-2469-7156-9078,16,1,2019-09-26 17:45,Dust2,4597
74730,4954-7398-7412-7592-9032,11271-136-5794-5796-7256,13,16,2018-10-03 20:40,Inferno,3374
97117,10671-11219-8507-8523-9136,11654-12732-12733-13157-8726,10,16,2019-12-19 18:35,Inferno,4979
97545,10330-14148-14419-7415-9612,2469-8095-8394-8783-8875,16,4,2020-01-08 20:45,Mirage,5149
99698,11654-12732-12733-13157-8726,12161-13240-13281-2131-8528,13,16,2020-03-05 18:20,Mirage,5109
94376,11231-8370-8521-8735-9056,10394-7687-8520-8738-8797,4,16,2019-11-01 20:00,Inferno,4702
97789,12731-14273-18317-7716-8789,1045-11777-1378-6904-7218,16,13,2020-01-14 14:00,Train,4492
75737,4954-7398-7412-7592-9032,545-7148-8151-8611-9895,16,9,2018-10-19 20:50,Nuke,3374
89355,1045-13018-1378-6904-7218,11816-2730-429-8574-9960,11,16,2019-07-18 19:25,Nuke,4445
78077,10588-4679-8082-8248-9686,11891-14221-8327-8570-973,3,16,2018-11-22 03:30,Inferno,4009
97494,13396-7821-8576-9271-9819,161-165-16848-5388-8323,16,6,2020-01-07 16:00,Nuke,4492
88710,11816-2730-429-8574-9960,165-2757-3741-8183-885,16,8,2019-07-03 13:45,Mirage,4281
97906,13396-7821-8576-9271-9819,12731-14273-18317-7716-8789,16,8,2020-01-18 13:30,Dust2,5160
80292,4954-7398-7412-7592-9032,13188-3055-4959-7805-8735,16,9,2019-01-20 01:35,Mirage,4290
94155,12731-14273-18317-7716-8789,13396-7821-8576-9271-9819,16,11,2019-10-29 17:00,Dust2,4736
99044,10762-11217-13466-16412-17145,12731-14273-18317-7716-8789,16,14,2020-02-17 18:05,Nuke,5211
92812,11498-13780-13915-7403-7796,11654-12732-12733-13157-8726,4,16,2019-10-02 18:15,Mirage,4940
74432,4954-7398-7412-7592-9032,2023-8523-8564-8797-9216,16,7,2018-09-29 13:40,Dust2,3647
94423,10394-7687-8520-8738-8797,4954-7398-7412-7592-9032,10,16,2019-11-02 13:00,Nuke,4702
78914,4954-7398-7412-7592-9032,11816-2730-5479-6904-798,16,5,2018-12-08 15:05,Inferno,3376
65918,4954-7398-7412-7592-9032,1146-29-39-9255-9278,11,16,2018-04-26 19:40,Overpass,3361
75084,7810-7873-8507-8513-9043,10588-4679-8082-8248-9686,9,16,2018-10-08 09:20,Mirage,3891
99388,11840-16947-7594-7998-8918,18053-3741-8183-885-9216,16,14,2020-02-27 15:05,Inferno,4901
92740,10671-11219-8507-8523-9136,11140-11485-12876-9102-9115,10,16,2019-10-01 14:20,Nuke,4553
76085,4954-7398-7412-7592-9032,11816-2730-5479-6904-798,16,10,2018-10-23 19:50,Nuke,4071
92901,11630-12713-13230-13249-8711,11154-11329-11747-14737-15914,16,7,2019-10-03 21:20,Inferno,4918
87828,11654-12732-12733-13157-8726,13093-7388-8370-8371-9254,16,19,2019-06-12 18:30,Inferno,4501
65684,483-484-7594-7998-8918,4954-7398-7412-7592-9032,11,16,2018-04-22 14:50,Inferno,3491
85840,10394-7687-8520-8738-8797,11238-12710-13229-13578-8508,16,8,2019-05-14 01:05,Vertigo,4421
89281,11816-2730-429-8574-9960,1045-13018-1378-6904-7218,14,16,2019-07-17 14:10,Inferno,4445
64140,4954-7398-7412-7592-9032,334-3347-735-8528-964,16,7,2018-03-30 13:00,Inferno,3634
86092,11816-2730-429-8574-9960,11283-12030-3972-4216-9618,6,16,2019-05-17 15:10,Dust2,4309
82145,11916-4076-695-7248-9816,4954-7398-7412-7592-9032,4,16,2019-03-03 18:05,Inferno,3883
93435,13396-7821-8576-9271-9819,11891-15204-2553-7356-9574,16,7,2019-10-15 13:00,Train,4736
84296,4954-7398-7412-7592-9032,483-484-7594-7998-8918,16,7,2019-04-12 22:30,Inferno,4327
96758,12699-3669-8242-8321-9916,10330-14148-14419-7415-9612,4,16,2019-12-13 17:25,Vertigo,4311
98903,13396-7821-8576-9271-9819,11940-15117-16612-964-9911,22,20,2020-02-15 20:45,Mirage,5211
88563,11654-12732-12733-13157-8726,10264-10610-12018-7156-9078,19,15,2019-06-29 14:30,Train,4633
91166,13396-7821-8576-9271-9819,15697-16847-8327-8539-8570,16,3,2019-09-09 14:05,Nuke,4862
90650,11141-11485-12876-9102-9115,11654-12732-12733-13157-8726,9,16,2019-08-23 22:45,Train,4450
96388,11110-13666-3055-3849-7528,11816-2730-429-8574-9960,11,16,2019-12-08 15:00,Mirage,4697
75672,10588-4679-8082-8248-9686,2023-8523-8564-8797-9216,10,16,2018-10-19 03:15,Cache,3375
91729,10394-7687-8520-8738-8797,10892-12089-12271-15007-9875,16,13,2019-09-16 22:10,Nuke,4838
86135,11654-12732-12733-13157-8726,14087-15563-7537-9325-971,16,12,2019-05-18 14:00,Dust2,4567
89202,10394-7687-8520-8738-8797,165-2757-3741-8183-885,16,6,2019-07-15 02:20,Inferno,4500
95660,13396-7821-8576-9271-9819,10610-16718-18640-2898-921,16,19,2019-11-24 17:55,Train,5052
75570,11231-11264-12101-7253-9056,10588-4679-8082-8248-9686,19,17,2018-10-18 00:20,Train,3375
98091,11630-12713-13230-13249-8711,11140-11162-11485-9102-9115,10,16,2020-01-24 13:30,Overpass,4868
81943,3997-7388-8370-8371-9254,11654-12732-12733-13157-8726,16,11,2019-02-26 15:00,Overpass,4287
85955,11816-2730-429-8574-9960,1146-29-39-9261-9278,7,16,2019-05-15 18:00,Inferno,4415
89149,165-2757-3741-8183-885,10394-7687-8520-8738-8797,4,16,2019-07-14 01:30,Nuke,4500
94428,11231-8370-8521-8735-9056,18053-3741-8183-885-9216,14,16,2019-11-02 14:20,Inferno,4702
97696,10330-14148-14419-7415-9612,10762-11217-13466-16412-17145,16,14,2020-01-12 11:15,Train,5157
86757,11654-12732-12733-13157-8726,11217-18053-7996-9019-9911,6,16,2019-05-29 13:00,Train,4501
77934,10588-4679-8082-8248-9686,11141-11485-12591-12876-9115,17,19,2018-11-19 00:00,Mirage,4141
89353,10588-4679-8082-8248-9686,11916-4076-695-7248-9816,14,16,2019-07-18 18:50,Train,4574
97716,11630-12713-13230-13249-8711,13182-13228-13229-13578-13589,16,11,2020-01-12 17:00,Overpass,5159
82728,11654-12732-12733-13157-8726,11701-14932-7266-7499-7511,16,12,2019-03-13 15:05,Train,4287
89133,10671-11219-8507-8523-9136,10588-4679-8082-8248-9686,16,8,2019-07-13 22:35,Dust2,4500
80874,11654-12732-12733-13157-8726,10330-14148-7415-8871-9896,16,9,2019-02-04 15:00,Train,4346
93123,12521-12553-12822-15631-8565,11231-12101-13188-5021-8513,16,13,2019-10-09 04:00,Vertigo,4698
81662,11916-4076-695-7248-9816,10588-4679-8082-8248-9686,13,16,2019-02-20 12:00,Inferno,3883
82473,11654-12732-12733-13157-8726,1064-11936-2304-3517-7523,16,4,2019-03-10 15:00,Mirage,4287
73134,1146-29-39-9261-9278,4954-7398-7412-7592-9032,7,16,2018-09-02 09:00,Nuke,3389
87457,12521-12553-12822-15631-16770,4954-7398-7412-7592-9032,16,13,2019-06-07 15:20,Nuke,4411
76027,10264-2469-8783-9078-922,4954-7398-7412-7592-9032,9,16,2018-10-22 20:30,Train,4071
75862,4954-7398-7412-7592-9032,1225-7166-7167-7170-8374,16,3,2018-10-20 19:40,Overpass,3374
90750,11654-12732-12733-13157-8726,12016-12027-13155-13982-3459,12,16,2019-08-26 13:30,Mirage,4450
92285,12731-14273-18317-7716-8789,1045-11777-1378-6904-7218,14,16,2019-09-24 11:00,Train,4826
76530,2644-7156-8745-9258-9260,10588-4679-8082-8248-9686,12,16,2018-10-31 22:40,Dust2,4072
95913,10994-7964-8611-922-9896,14087-15563-7537-9325-971,13,16,2019-11-29 12:15,Nuke,4313
92203,11891-15204-2553-7356-9574,10330-14148-14419-7415-9612,11,16,2019-09-22 16:30,Train,4828
76624,4954-7398-7412-7592-9032,10569-13042-7982-8184-9616,14,16,2018-11-01 20:00,Dust2,4071
65819,4959-7169-7390-7429-9656,4954-7398-7412-7592-9032,16,14,2018-04-25 15:50,Train,3361
93059,11110-13666-3055-3849-7528,11893-1225-7169-7322-8184,16,13,2019-10-06 15:00,Mirage,4553
93624,13361-9255-9257-9277-9279,1045-11777-1378-6904-7218,16,12,2019-10-18 19:15,Dust2,4943
91404,11630-12713-13230-13249-8711,10563-11163-17585-2529-555,16,8,2019-09-12 23:55,Dust2,4829
97030,11654-12732-12733-13157-8726,10470-12113-13278-6451-8707,16,10,2019-12-16 00:40,Inferno,5023
82087,2023-8564-9216-9217-9219,10588-4679-8082-8248-9686,16,12,2019-03-01 15:10,Train,3883
96119,11630-12713-13230-13249-8711,2469-8095-8394-8783-8875,16,8,2019-12-04 11:00,Vertigo,4697
98103,11716-11942-13239-13776-334,11630-12713-13230-13249-8711,7,16,2020-01-25 10:00,Dust2,4868
95891,4954-7398-7412-7592-9032,11154-11329-11747-14737-15914,19,15,2019-11-28 18:25,Nuke,4926
92941,10330-14148-14419-7415-9612,16080-161-2826-5388-8323,16,11,2019-10-04 20:40,Overpass,4931
76445,10697-11343-12126-2799-7834,4954-7398-7412-7592-9032,14,16,2018-10-30 21:35,Dust2,3374
82883,11816-2730-429-8574-9960,13666-3849-7443-7528-884,19,15,2019-03-18 20:00,Inferno,4413
81459,11654-12732-12733-13157-8726,11283-12030-3972-4216-9618,16,8,2019-02-14 18:10,Mirage,4287
66209,11816-2730-5479-6904-798,4954-7398-7412-7592-9032,5,16,2018-05-02 04:10,Nuke,3530
97133,3997-4373-7382-8371-9254,11916-4076-5479-695-7248,8,16,2019-12-20 16:10,Mirage,4958
89191,165-2757-3741-8183-885,10671-11219-8507-8523-9136,16,11,2019-07-14 21:45,Nuke,4500
84270,13042-13138-15120-8138-9656,11654-12732-12733-13157-8726,16,9,2019-04-12 11:00,Inferno,4433
94195,11816-2730-429-8574-9960,11283-11343-12030-2476-4216,16,10,2019-10-30 13:10,Inferno,4980
95384,10671-11219-8507-8523-9136,2023-5736-8564-8566-9217,10,16,2019-11-20 05:50,Inferno,4680
99944,11630-12713-13230-13249-8711,13381-18519-8503-8508-9882,16,10,2020-03-08 00:05,Inferno,5178
98980,15071-16415-16555-16920-16921,13396-7821-8576-9271-9819,16,4,2020-02-16 14:10,Train,5211
61132,4954-7398-7412-7592-9032,13042-7982-8184-823-8569,16,5,2018-02-13 16:00,Inferno,3361
61479,1225-7167-7168-7322-8374,4954-7398-7412-7592-9032,16,7,2018-02-18 19:45,Inferno,3486
94081,10671-11219-8507-8523-9136,11110-13666-3055-3849-7528,16,9,2019-10-27 16:05,Mirage,4932
84291,10394-7687-8520-8738-8797,2757-334-3741-8183-885,16,5,2019-04-12 21:00,Nuke,4327
98581,13396-7821-8576-9271-9819,13464-15384-15385-16410-8917,16,7,2020-02-12 22:55,Train,5134
88519,11891-14221-8327-8570-973,11716-11942-13239-13776-334,13,16,2019-06-28 11:30,Dust2,4605
99131,11250-13679-339-9348-9349,12781-5794-5796-7266-7938,11,16,2020-02-20 14:05,Mirage,5150
78158,4954-7398-7412-7592-9032,2023-8523-8564-8797-9216,14,16,2018-11-22 21:10,Inferno,4083
77168,4954-7398-7412-7592-9032,2757-3741-429-8183-885,15,19,2018-11-08 20:30,Inferno,3954
99282,10588-4679-8082-8248-9686,284-3972-7167-9616-9618,2,16,2020-02-24 18:20,Dust2,4901
91689,10264-12018-2469-7156-9078,11654-12732-12733-13157-8726,13,16,2019-09-16 14:30,Mirage,4832
95209,18053-3741-8183-885-9216,11893-1225-7169-7322-8184,16,12,2019-11-16 17:25,Mirage,4699
87856,10463-12572-9277-9279-9811,11654-12732-12733-13157-8726,6,16,2019-06-13 14:00,Mirage,4501
88683,11816-2730-429-8574-9960,11188-12314-4637-9172-9174,16,6,2019-07-02 14:40,Inferno,4281
96852,12731-14273-18317-7716-8789,10470-12113-13278-6451-8707,16,4,2019-12-14 18:00,Nuke,5023
93430,10588-4679-8082-8248-9686,11064-11586-3886-8517-9884,16,10,2019-10-15 04:05,Mirage,4698
85205,12476-13476-8943-8944-9170,11816-2730-429-8574-9960,6,16,2019-04-30 06:35,Train,4236
90849,11893-7168-7169-7322-8184,11816-2730-429-8574-9960,16,10,2019-08-31 14:00,Mirage,4443
91071,10671-11219-8507-8523-9136,4954-7398-7412-7592-9032,9,16,2019-09-07 16:40,Overpass,4443
93835,11840-2757-7594-7998-8918,284-3972-7167-9616-9618,11,16,2019-10-22 09:55,Nuke,4932
91509,11654-12732-12733-13157-8726,14218-29-39-9261-9278,15,15,2019-09-14 10:30,Inferno,4686
91516,11840-484-7594-7998-8918,11654-12732-12733-13157-8726,7,16,2019-09-14 12:05,Nuke,4686
76003,11110-3055-7440-7805-8735,10588-4679-8082-8248-9686,19,15,2018-10-22 01:40,Mirage,3375
90779,10394-7687-8520-8738-8797,10671-11219-8507-8523-9136,9,16,2019-08-29 15:35,Dust2,4443
93888,12731-14273-18317-7716-8789,11498-13780-13915-7403-7796,16,11,2019-10-23 15:05,Mirage,4736
92796,15697-16847-8327-8539-8570,11716-11942-13239-13776-334,14,16,2019-10-02 15:10,Inferno,4736
86890,10588-4679-8082-8248-9686,1225-13497-284-7167-9616,13,16,2019-05-30 23:35,Train,4177
76036,10588-4679-8082-8248-9686,2023-8523-8564-8797-9216,16,12,2018-10-22 22:00,Train,4072
80289,4954-7398-7412-7592-9032,203-7810-7873-8507-8745,16,3,2019-01-19 21:55,Dust2,4290
96828,11654-12732-12733-13157-8726,10584-13185-18208-7935-9876,16,4,2019-12-14 16:35,Mirage,5023
92201,12731-14273-18317-7716-8789,11701-12126-2799-8575-9656,5,16,2019-09-22 16:00,Overpass,4826
90759,4954-7398-7412-7592-9032,12016-12027-13155-13982-3459,16,9,2019-08-28 11:15,Dust2,4443
99416,11110-13666-3055-3849-7528,10588-4679-8082-8248-9686,19,16,2020-02-28 14:00,Mirage,4901
75642,13666-3849-7443-7528-884,4954-7398-7412-7592-9032,12,16,2018-10-18 19:30,Inferno,3374
98419,12731-14273-18317-7716-8789,12241-16870-16922-18670-19231,16,4,2020-02-07 12:55,Train,5214
64623,4954-7398-7412-7592-9032,11110-3055-3849-7528-9261,16,9,2018-04-05 18:45,Overpass,3361
91910,11716-11942-13239-13776-334,11654-12732-12733-13157-8726,16,3,2019-09-19 18:00,Train,4827
93904,10330-14148-14419-7415-9612,11271-5794-5796-7256-7938,2,16,2019-10-23 18:00,Dust2,4924
80427,11654-12732-12733-13157-8726,10992-10993-10994-1889-9317,16,10,2019-01-16 18:00,Inferno,4287
92692,10330-14148-14419-7415-9612,11941-13240-14359-17793-7942,16,11,2019-09-30 15:00,Mirage,4922
92331,10761-11217-7834-7996-9019,1045-11777-1378-6904-7218,8,16,2019-09-25 10:30,Train,4862
95060,284-3972-7167-9616-9618,2469-8095-8394-8783-8875,16,14,2019-11-14 21:00,Dust2,4699
73786,4954-7398-7412-7592-9032,2023-8523-8564-8797-9216,16,0,2018-09-15 17:45,Dust2,3564
95686,12781-14932-7266-7499-7511,11654-12732-12733-13157-8726,14,16,2019-11-25 15:00,Inferno,4945
88900,11217-18053-7996-9019-9911,11654-12732-12733-13157-8726,13,16,2019-07-09 13:00,Mirage,4684
99884,12781-5794-5796-7266-7938,10397-14311-5287-8994-9294,16,3,2020-03-07 14:00,Inferno,5135
65815,4954-7398-7412-7592-9032,4959-7169-7390-7429-9656,16,3,2018-04-25 15:00,Inferno,3361
91517,14218-29-39-9261-9278,11916-4076-5479-695-7248,8,16,2019-09-14 12:05,Dust2,4686
97510,10330-14148-14419-7415-9612,13240-13281-16612-2131-8528,16,13,2020-01-07 22:45,Train,5149
86498,2023-8564-9216-9217-9219,10394-7687-8520-8738-8797,16,11,2019-05-24 21:25,Inferno,4422
96074,11816-2730-429-8574-9960,11630-12713-13230-13249-8711,16,9,2019-12-03 14:50,Nuke,4697
94510,11654-12732-12733-13157-8726,13396-7821-8576-9271-9819,16,10,2019-11-03 17:00,Mirage,4945
100021,1045-11777-1378-6904-7218,10449-10981-7168-9031-9816,16,14,2020-03-08 20:00,Nuke,5135
99187,14737-2023-5736-8564-9217,12126-14614-15165-7805-9078,11,16,2020-02-21 23:25,Dust2,4869
94018,2023-5736-8564-8566-9217,10588-4679-8082-8248-9686,5,16,2019-10-26 09:55,Mirage,4932
93511,12731-14273-18317-7716-8789,14175-16871-17803-18225-18987,16,12,2019-10-16 16:00,Inferno,4492
78102,10588-4679-8082-8248-9686,10263-5187-7026-7131-8605,12,16,2018-11-22 15:10,Mirage,4009
82305,11654-12732-12733-13157-8726,11891-14221-8327-8570-973,16,3,2019-03-06 21:35,Mirage,4423
62814,1225-7167-7168-7322-8374,4954-7398-7412-7592-9032,16,14,2018-03-13 21:30,Inferno,3361
83275,11916-4076-695-7248-9816,10394-7687-8520-8738-8797,15,15,2019-03-23 18:50,Overpass,4326
98410,11816-2730-429-8574-9960,11840-16947-7594-7998-8918,16,9,2020-02-06 11:00,Nuke,5147
93091,10762-13466-13992-16412-17145,13396-7821-8576-9271-9819,3,16,2019-10-08 10:30,Nuke,4862
91945,11816-2730-429-8574-9960,10994-15165-8611-922-9896,16,10,2019-09-20 15:15,Dust2,4832
97695,10994-7964-8611-922-9896,11815-12708-14007-17147-18120,16,11,2020-01-12 11:00,Inferno,5157
93983,12521-12553-12822-15631-8565,11893-1225-7169-7322-8184,16,9,2019-10-25 07:00,Nuke,4932
96945,12731-14273-18317-7716-8789,10470-12113-13278-6451-8707,13,16,2019-12-15 00:30,Train,5023
91915,11154-11329-11747-14737-15914,10671-11219-8507-8523-9136,5,16,2019-09-19 22:05,Mirage,4838
91350,10330-14148-14419-7415-9612,10994-15165-8611-922-9896,16,10,2019-09-12 16:10,Nuke,4822
91133,11716-11942-13239-13776-334,4954-7398-7412-7592-9032,5,16,2019-09-08 16:15,Dust2,4443
94548,11654-12732-12733-13157-8726,10569-13138-13497-4959-8138,11,16,2019-11-04 15:00,Mirage,4736
93615,1045-11777-1378-6904-7218,10762-13466-13992-16412-17145,16,7,2019-10-18 16:10,Train,4943
83958,11654-12732-12733-13157-8726,12254-5351-7296-8980-8983,16,8,2019-04-07 14:00,Nuke,4433
93239,14218-29-7443-9261-9278,10994-7964-8611-922-9896,12,16,2019-10-11 20:20,Nuke,4699
93907,11630-12713-13230-13249-8711,14614-15165-7805-7810-7873,16,2,2019-10-23 21:00,Inferno,4920
88812,10394-7687-8520-8738-8797,11840-484-7594-7998-8918,16,12,2019-07-06 17:55,Overpass,4281
93530,11064-11586-3886-8517-9884,11630-12713-13230-13249-8711,14,16,2019-10-17 04:00,Inferno,4698
97567,18053-3741-8183-885-9216,161-165-16848-5388-8323,16,12,2020-01-09 17:10,Dust2,5110
93847,10671-11219-8507-8523-9136,14218-29-7443-9261-9278,4,16,2019-10-22 14:40,Inferno,4932
77247,4954-7398-7412-7592-9032,11816-2730-5479-6904-798,16,13,2018-11-09 22:35,Nuke,3954
87649,10590-13779-14205-7943-9008,11654-12732-12733-13157-8726,5,16,2019-06-09 18:10,Inferno,4614
93964,12731-14273-18317-7716-8789,11287-15428-15900-15940-9798,16,12,2019-10-24 16:10,Train,4736
84455,11816-2730-429-8574-9960,7964-8095-8394-8875-9031,16,5,2019-04-14 16:20,Mirage,4337
99272,11140-11162-11485-9102-9115,11110-13666-3055-3849-7528,14,16,2020-02-24 13:25,Inferno,4901
81702,10394-7687-8520-8738-8797,1146-29-39-9261-9278,16,13,2019-02-20 23:00,Overpass,3883
99931,12126-14614-15165-7805-9078,1045-11777-1378-6904-7218,16,11,2020-03-07 20:05,Dust2,5135
74783,4954-7398-7412-7592-9032,150-7938-8575-9353-9857,25,21,2018-10-04 17:20,Inferno,3374
91376,11271-5794-5796-7256-7938,11654-12732-12733-13157-8726,16,12,2019-09-12 20:40,Overpass,4822
98571,12731-14273-18317-7716-8789,11498-13780-13915-7403-7796,16,12,2020-02-12 14:00,Inferno,5214
96893,14737-2023-5736-8564-9217,11891-15204-2553-7356-9574,16,3,2019-12-14 20:55,Inferno,4998
92772,11110-13666-3055-3849-7528,10774-7028-7131-8552-8605,16,10,2019-10-01 19:35,Dust2,4553
97733,12126-14614-15165-7805-9078,11630-12713-13230-13249-8711,14,16,2020-01-12 20:00,Inferno,5159
69967,4954-7398-7412-7592-9032,1225-7166-7167-7170-8374,16,4,2018-07-05 14:20,Nuke,3392
75243,10264-2469-8783-9078-922,10588-4679-8082-8248-9686,16,10,2018-10-12 07:00,Inferno,3891
61564,4954-7398-7412-7592-9032,10264-1485-545-8783-922,16,4,2018-02-20 17:15,Nuke,3486
87915,10449-13679-339-3997-798,11654-12732-12733-13157-8726,5,16,2019-06-14 12:05,Nuke,4632
99347,11893-1225-7169-7322-8184,18053-3741-8183-885-9216,10,16,2020-02-26 15:55,Inferno,4901
89153,13254-8370-8521-8735-9056,10671-11219-8507-8523-9136,15,15,2019-07-14 03:00,Nuke,4500
85411,11654-12732-12733-13157-8726,11915-17822-18640-2898-921,16,14,2019-05-04 19:55,Mirage,4601
90747,11716-11942-13239-13776-334,11842-11940-15117-16947-9382,16,5,2019-08-26 10:05,Dust2,4450
86100,11654-12732-12733-13157-8726,10992-5061-7414-9295-9317,19,17,2019-05-17 14:00,Mirage,4567
77951,11654-12732-12733-13157-8726,10096-10443-13300-14419-9295,16,6,2018-11-19 17:20,Nuke,4254
87893,1045-13018-1378-6904-7218,10394-7687-8520-8738-8797,4,16,2019-06-13 18:20,Nuke,4632
93729,11654-12732-12733-13157-8726,10994-7964-8611-922-9896,8,16,2019-10-20 08:00,Nuke,4093
68479,10394-7687-8520-8738-9217,4954-7398-7412-7592-9032,11,16,2018-06-10 17:35,Dust2,3460
85328,11816-2730-429-8574-9960,2023-8564-9216-9217-9219,10,16,2019-05-03 05:00,Overpass,4236
94719,12699-3669-8242-8321-9916,12731-14273-18317-7716-8789,13,16,2019-11-07 18:05,Nuke,4736
88486,13670-7166-7390-8994-9766,11716-11942-13239-13776-334,16,13,2019-06-27 15:05,Mirage,4633
96175,11840-2757-7594-7998-8918,10671-11219-8507-8523-9136,16,11,2019-12-05 14:00,Nuke,4697
92742,11816-2730-429-8574-9960,14218-29-7443-9261-9278,9,16,2019-10-01 14:10,Inferno,4553
94015,12521-12553-12822-15631-8565,284-3972-7167-9616-9618,16,14,2019-10-26 07:00,Mirage,4932
95029,11630-12713-13230-13249-8711,12088-14365-8522-8754-9069,16,14,2019-11-14 05:40,Nuke,4698
99261,14365-7131-8521-8735-9056,12521-12553-12822-15631-8565,19,15,2020-02-24 02:10,Inferno,4869
98425,11840-16947-7594-7998-8918,11893-1225-7169-7322-8184,9,16,2020-02-07 15:30,Dust2,5138
76089,11110-3055-7440-7805-8735,10588-4679-8082-8248-9686,8,16,2018-10-23 22:00,Inferno,4072
97757,12781-5794-5796-7266-7938,14932-16080-7499-7511-798,20,22,2020-01-13 17:05,Vertigo,4945
90794,11840-484-7594-7998-8918,11816-2730-429-8574-9960,17,19,2019-08-30 11:05,Nuke,4443
94080,10330-14148-14419-7415-9612,12781-14932-7266-7499-7511,16,2,2019-10-27 15:05,Nuke,4990
96765,18053-3741-8183-885-9216,10394-7687-8520-8738-8797,10,16,2019-12-13 16:00,Nuke,4889
75580,10588-4679-8082-8248-9686,11231-11264-12101-7253-9056,17,19,2018-10-18 01:55,Cache,3375
93792,11891-15204-2553-7356-9574,18053-3741-8183-885-9216,6,16,2019-10-21 15:05,Dust2,4924
94145,11630-12713-13230-13249-8711,10470-12113-13278-6451-8707,16,13,2019-10-29 02:20,Nuke,4921
96066,11110-13666-3055-3849-7528,10671-11219-8507-8523-9136,3,16,2019-12-03 12:25,Mirage,4697
98027,15096-2799-7910-8543-9256,13396-7821-8576-9271-9819,6,16,2020-01-21 16:55,Dust2,5179
97976,12126-14614-15165-7805-9078,10560-10566-11739-8568-9218,16,10,2020-01-19 17:10,Mirage,5163
78788,1378-15180-7821-8576-9271,11654-12732-12733-13157-8726,6,16,2018-12-06 15:00,Train,4228
92485,4954-7398-7412-7592-9032,10671-11219-8507-8523-9136,12,16,2019-09-27 15:00,Inferno,4597
93756,12731-14273-18317-7716-8789,1045-11777-1378-6904-7218,7,16,2019-10-20 16:00,Train,4492
93829,11716-11942-13239-13776-334,10994-7964-8611-922-9896,19,15,2019-10-22 09:20,Overpass,4932
97773,11140-11162-11485-9102-9115,11806-12590-16281-17307-18736,16,11,2020-01-14 07:00,Inferno,5002
90770,10588-4679-8082-8248-9686,11716-11942-13239-13776-334,13,16,2019-08-29 10:00,Vertigo,4443
74061,10394-7687-8520-8738-9217,4954-7398-7412-7592-9032,7,16,2018-09-22 19:05,Mirage,3564
97585,12126-14614-15165-7805-9078,14737-2023-5736-8564-9217,25,28,2020-01-09 22:10,Inferno,5104
88334,11654-12732-12733-13157-8726,18361-5480-7775-8538-9419,16,4,2019-06-22 11:25,Inferno,4684
83263,10394-7687-8520-8738-8797,2757-334-3741-8183-885,16,8,2019-03-23 16:10,Cache,4326
93293,11893-1225-7169-7322-8184,10994-7964-8611-922-9896,16,13,2019-10-12 20:30,Nuke,4699
91821,11816-2730-429-8574-9960,10458-6447-7775-9319-9358,16,13,2019-09-18 12:15,Inferno,4828
62990,4954-7398-7412-7592-9032,2757-3741-429-8183-885,19,15,2018-03-15 20:00,Inferno,3601
94103,18053-3741-8183-885-9216,10994-7964-8611-922-9896,16,11,2019-10-28 17:10,Nuke,4925
86782,12092-12094-14737-2161-9221,10588-4679-8082-8248-9686,5,16,2019-05-29 17:00,Inferno,4177
93464,12521-12553-12822-15631-8565,13254-8370-8521-8735-9056,8,16,2019-10-15 21:00,Overpass,4919
80325,10394-7687-8520-8738-8797,4954-7398-7412-7592-9032,16,11,2019-01-21 03:55,Overpass,4290
95915,13396-7821-8576-9271-9819,10397-12840-14311-1485-5287,16,7,2019-11-29 11:30,Nuke,5019
94592,13396-7821-8576-9271-9819,10784-1146-12572-13670-9766,19,16,2019-11-05 16:10,Dust2,4736
92874,11716-11942-13239-13776-334,13093-4373-7388-8371-9254,16,7,2019-10-03 15:05,Nuke,4736
97552,12126-14614-15165-7805-9078,11630-12713-13230-13249-8711,3,16,2020-01-08 23:00,Nuke,5104
95152,10053-9443-9445-9446-9447,11716-11942-13239-13776-334,6,16,2019-11-16 09:00,Train,5033
97114,12016-12027-13155-13982-3459,284-3972-7167-9616-9618,7,16,2019-12-19 18:20,Mirage,4958
81559,11654-12732-12733-13157-8726,12699-14684-15428-8321-9916,13,16,2019-02-17 16:05,Nuke,4429
80619,11654-12732-12733-13157-8726,12731-8124-8125-8126-9081-9083,16,19,2019-01-29 18:00,Mirage,4287
88595,10994-15165-7148-8611-9294,11654-12732-12733-13157-8726,12,16,2019-06-29 17:30,Nuke,4633
93954,10784-1146-13670-9766-9811,11654-12732-12733-13157-8726,14,16,2019-10-24 16:10,Inferno,4736
89021,10397-12840-14311-1485-5287,11654-12732-12733-13157-8726,16,8,2019-07-11 15:55,Dust2,4684
84293,4954-7398-7412-7592-9032,11110-2469-7805-8735-9260,16,10,2019-04-12 21:00,Inferno,4327
76090,10588-4679-8082-8248-9686,11110-3055-7440-7805-8735,15,19,2018-10-23 23:05,Mirage,4072
